id,sequencia,quantidade,vlrUnitLiq,codProdutoPdv,codTipoProdutoPdv,descricao,codUnidade,obsItem,extras,codPedido_id
127936,8,1,5.99,9060,FIXED,Uva sem semente roxa (500g),unid,,,13873009
127937,9,1,2,2024,FIXED,Salsinha (250g),unid,,,13873009
127962,1,12,2.5,487,FIXED,Laranja Pera (Kg),unid,,,13888844
127963,2,8,3.33,283,FIXED,Limão Tahiti (Kg),unid,,,13888844
127964,3,1,3.65,288,FIXED,Morango (Bdj),unid,,,13888844
127965,1,1,2.31,251,FIXED,Louro (75g),unid,,,13897808
127966,2,1,2.99,215,FIXED,Manjericão (150g),unid,,,13897808
127967,3,1,2.7,265,FIXED,Agrião (Maço),unid,,,13897808
127968,4,2,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13897808
127969,5,4,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13897808
127970,6,1,2.4,296,FIXED,Rúcula (Maço),unid,,,13897808
127971,7,1,2.99,274,FIXED,Berinjela (Kg),unid,,,13897808
127972,8,1,2,543,FIXED,Nabo  (Uni),unid,,,13897808
127973,9,1,3.53,323,FIXED,Tomate Salada Médio (Kg),unid,,,13897808
127974,10,5,0.87,65,FIXED,Maçã Fuji (Uni),unid,,,13897808
127975,11,2,9.77,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13897808
127976,1,1,2.99,215,FIXED,Manjericão (150g),unid,,,13897922
127977,2,7,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13897922
127978,3,6,1.12,268,FIXED,Alho Poró (Uni),unid,,,13897922
127979,4,2,2,220,FIXED,Repolho Verde (Uni),unid,,,13897922
127980,5,1,2.13,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13897922
127981,6,1,2.13,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13897922
127982,7,4,2.99,274,FIXED,Berinjela (Kg),unid,,,13897922
127983,8,2,2.15,9038,FIXED,Pepino Comum (Kg),unid,,,13897922
127984,9,4,3.53,323,FIXED,Tomate Salada Médio (Kg),unid,,,13897922
127985,10,2,2.96,295,FIXED,Rabanete (500g),unid,,,13897922
127986,11,2,9.77,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13897922
127987,1,1,2.5,2025,FIXED,Cebolinha (250g),unid,,,13898592
127988,2,1,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13898592
127989,3,2,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13898592
127990,4,2,1.28,9075,FIXED,Alface lisa  (Uni),unid,,,13898592
127991,5,2,1.99,280,FIXED,Couve (Maço),unid,,,13898592
127992,6,2,2.4,296,FIXED,Rúcula (Maço),unid,,,13898592
127993,7,1,2.22,290,FIXED,Pepino Japonês (Kg),unid,,,13898592
127994,8,2,2.69,292,FIXED,Pimentão Verde (500g),unid,,,13898592
127995,9,2,3.33,283,FIXED,Limão Tahiti (Kg),unid,,,13898592
127996,10,15,1.18,232,FIXED,Manga Tommy (Uni),unid,,,13898592
127997,1,1,2.5,2025,FIXED,Cebolinha (250g),unid,,,13898956
127998,2,1,3.2,9055,FIXED,Hortelã  Maço (250g),unid,,,13898956
127999,3,1,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13898956
128000,4,1,4.19,247,FIXED,Couve Flor (Uni),unid,,,13898956
128001,5,1,2,220,FIXED,Repolho Verde (Uni),unid,,,13898956
128002,6,1,2.4,296,FIXED,Rúcula (Maço),unid,,,13898956
128003,7,1,2.8,15,FIXED,Abobrinha Itália pequena(Kg),unid,,,13898956
128004,8,1,2.22,290,FIXED,Pepino Japonês (Kg),unid,,,13898956
128005,9,2,3.53,323,FIXED,Tomate Salada Médio (Kg),unid,,,13898956
128006,10,1,2.1,322,FIXED,Cebola Média (Kg),unid,,,13898956
128007,11,1,9.77,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13898956
128008,1,1,1.75,268,FIXED,Alho Poró (Uni),unid,,,13900177
128009,2,1,3.75,246,FIXED,Brócolis Ninja (Uni),unid,,,13900177
128010,3,1,4.69,2009,FIXED,Mix de Folhas de Alface (180g),unid,,,13900177
128011,4,1,6.15,263,FIXED,Abóbora Japonesa (Uni),unid,,,13900177
128012,5,1,4,308,FIXED,Abacate Comum (Uni),unid,,,13900177
128013,6,1,4.79,288,FIXED,Morango (Bdj),unid,,,13900177
128014,7,1,6.89,236,FIXED,Cebola Roxa Média (Kg),unid,,,13900177
128015,8,1,2.79,316,FIXED,Cenoura Graúda (Kg),unid,,,13900177
128016,9,1,4.49,2025,FIXED,Cebolinha (250g),unid,,,13900177
128017,10,1,14.19,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13900177
128018,1,1,3.2,9055,FIXED,Hortelã  Maço (250g),unid,,,13900794
128019,2,2,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13900794
128020,3,5,1.12,268,FIXED,Alho Poró (Uni),unid,,,13900794
128021,4,2,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13900794
128022,5,2,3.5,219,FIXED,Repolho Roxo (Uni),unid,,,13900794
128023,6,10,2.5,487,FIXED,Laranja Pera (Kg),unid,,,13900794
128024,7,1,6,287,FIXED,Maracujá (Kg),unid,,,13900794
128025,8,10,0.96,9083,FIXED,Batata Doce Graúda (Kg),unid,,,13900794
128026,9,10,0.96,273,FIXED,Batata Doce Rosada Média (Kg),unid,,,13900794
128027,10,4,2.1,322,FIXED,Cebola Média (Kg),unid,,,13900794
128028,11,3,3.25,236,FIXED,Cebola Roxa Média (Kg),unid,,,13900794
128029,12,4,2.96,295,FIXED,Rabanete (500g),unid,,,13900794
128030,1,1,2.5,9074,FIXED,Alface Americana (Uni),unid,,,13901543
128031,2,1,1.75,268,FIXED,Alho Poró (Uni),unid,,,13901543
128032,3,1,3.75,246,FIXED,Brócolis Ninja (Uni),unid,,,13901543
128033,4,1,6.69,247,FIXED,Couve Flor (Uni),unid,,,13901543
128034,5,1,4.68,2002,FIXED,Alface Americana Higienizada (180g),unid,,,13901543
128035,6,1,3,2007,FIXED,Espinafre Higienizado (180g),unid,,,13901543
128036,7,1,3,2007,FIXED,Espinafre Higienizado (180g),unid,,,13901543
128037,8,1,3.51,9033,FIXED,Kit yakisoba (310 g),unid,,,13901543
128038,9,1,4.69,2009,FIXED,Mix de Folhas de Alface (180g),unid,,,13901543
128039,10,1,7,540,FIXED,Abóbora Moranga (Uni),unid,,,13901543
128040,11,1,2.8,15,FIXED,Abobrinha Itália Pequena (Kg),unid,,,13901543
128041,12,1,5.38,290,FIXED,Pepino Japonês (Kg),unid,,,13901543
128042,13,1,7.5,291,FIXED,Pimentão Amarelo (500g),unid,,,13901543
128043,14,1,12.5,486,FIXED,Tomate Grape (Kg),unid,,,13901543
128044,15,1,6.77,323,FIXED,Tomate Salada Médio (Kg),unid,,,13901543
128045,16,3,4,308,FIXED,Abacate Comum (Uni),unid,,,13901543
128046,17,1,4.19,327,FIXED,Abacaxi Pérola (Uni),unid,,,13901543
128047,18,1,4.49,9079,FIXED,Banana Nanica Verde  (Kg),unid,,,13901543
128048,19,1,4.89,271,FIXED,Banana Prata (Kg),unid,,,13901543
128049,20,1,3.13,487,FIXED,Laranja Pera (Kg),unid,,,13901543
128050,21,1,4.6,283,FIXED,Limão Tahiti (Kg),unid,,,13901543
128051,22,1,1.2,65,FIXED,Maçã Fuji (Uni),unid,,,13901543
128052,23,1,4.69,310,FIXED,Mamão Formosa (Uni),unid,,,13901543
128053,24,1,4.79,288,FIXED,Morango (Bdj),unid,,,13901543
128054,25,1,1.5,273,FIXED,Batata Doce Rosada Média (Kg),unid,,,13901543
128055,26,1,2.39,22,FIXED,Beterraba (Kg),unid,,,13901543
128056,27,1,2.99,322,FIXED,Cebola Média (Kg),unid,,,13901543
128057,28,1,6.89,236,FIXED,Cebola Roxa Média (Kg),unid,,,13901543
128058,29,1,2.79,316,FIXED,Cenoura Graúda (Kg),unid,,,13901543
128059,30,1,8.1,9085,FIXED,Capim Limão (250g),unid,,,13901543
128060,31,1,4.99,9055,FIXED,Hortelã (250g),unid,,,13901543
128061,32,1,6.25,9080,FIXED,Sálvia (Maço 100g),unid,,,13901543
128062,33,1,14.19,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13901543
128063,1,1,1.12,268,FIXED,Alho Poró (Uni),unid,,,13901574
128064,2,1,2.61,281,FIXED,Espinafre (Maço),unid,,,13901574
128065,3,1,3.5,219,FIXED,Repolho Roxo (Uni),unid,,,13901574
128066,4,1,2.4,296,FIXED,Rúcula (Maço),unid,,,13901574
128067,5,1,10.4,1002,FIXED,Alface Americana Higienizada (500g),unid,,,13901574
128068,6,1,7.77,1003,FIXED,Alface Crespa Higienizada (500g),unid,,,13901574
128069,7,2,2.13,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13901574
128070,8,8,2.5,487,FIXED,Laranja Pera (Kg),unid,,,13901574
128071,9,1,1.18,232,FIXED,Manga Tommy (Uni),unid,,,13901574
128072,10,4,0.96,9083,FIXED,Batata Doce Graúda (Kg),unid,,,13901574
128073,11,1,2.96,295,FIXED,Rabanete (500g),unid,,,13901574
128074,12,2,9.77,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13901574
128075,1,20,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13903248
128076,2,7,2.61,281,FIXED,Espinafre (Maço),unid,,,13903248
128077,3,10,2.4,296,FIXED,Rúcula (Maço),unid,,,13903248
128078,4,2,8,486,FIXED,Tomate Grape (Kg),unid,,,13903248
128079,5,2,3.53,323,FIXED,Tomate Salada Médio (Kg),unid,,,13903248
128080,6,8,2.6,271,FIXED,Banana Prata (Kg),unid,,,13903248
128081,7,15,3.65,288,FIXED,Morango (Bdj),unid,,,13903248
128082,1,5,1.12,268,FIXED,Alho Poró (Uni),unid,,,13903428
128083,2,20,2.5,487,FIXED,Laranja Pera (Kg),unid,,,13903428
128084,1,1,2.5,9074,FIXED,Alface Americana (Uni),unid,,,13903634
128085,2,1,1.99,280,FIXED,Couve (Maço),unid,,,13903634
128086,3,1,3.99,281,FIXED,Espinafre (Maço),unid,,,13903634
128087,4,1,2.8,15,FIXED,Abobrinha Itália Pequena (Kg),unid,,,13903634
128088,5,1,6.77,323,FIXED,Tomate Salada Médio (Kg),unid,,,13903634
128089,6,1,4.19,327,FIXED,Abacaxi Pérola (Uni),unid,,,13903634
128090,7,2,3.13,487,FIXED,Laranja Pera (Kg),unid,,,13903634
128091,8,1,4.6,283,FIXED,Limão Tahiti (Kg),unid,,,13903634
128092,9,3,2.5,285,FIXED,Mamão Papaya (Uni),unid,,,13903634
128093,10,1,6,287,FIXED,Maracujá (Kg),unid,,,13903634
128094,11,2,4.79,288,FIXED,Morango (Bdj),unid,,,13903634
128095,12,4,2.5,317,FIXED,Pêra Portuguesa (Uni),unid,,,13903634
128096,13,1,17.5,9053,FIXED,Alho com casca (500g),unid,,,13903634
128097,14,3,3.19,21,FIXED,Batata Lavada (Kg),unid,,,13903634
128098,15,1,2.39,22,FIXED,Beterraba (Kg),unid,,,13903634
128099,16,1,2.99,276,FIXED,Cebola Graúda (Kg),unid,,,13903634
128100,17,1,2.79,316,FIXED,Cenoura Graúda (Kg),unid,,,13903634
128101,18,1,14.19,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13903634
128102,1,1,1.28,9076,FIXED,Escarola (UN),unid,,,13903648
128103,2,4,2.4,296,FIXED,Rúcula (Maço),unid,,,13903648
128104,3,4,8,486,FIXED,Tomate Grape (Kg),unid,,,13903648
128105,4,2,0.87,65,FIXED,Maçã Fuji (Uni),unid,,,13903648
128106,5,1,1.18,232,FIXED,Manga Tommy (Uni),unid,,,13903648
128107,6,3,3.65,288,FIXED,Morango (Bdj),unid,,,13903648
128108,7,1,17.5,9053,FIXED,Alho com Casca (500g),unid,,,13903648
128109,1,1,4.19,247,FIXED,Couve Flor (Uni),unid,,,13903922
128110,2,2,2.13,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13903922
128111,3,1,7.5,291,FIXED,Pimentão Amarelo (500g),unid,,,13903922
128112,4,1,8,486,FIXED,Tomate Grape (Kg),unid,,,13903922
128113,5,1,4.43,546,FIXED,Tomate Italiano (Kg),unid,,,13903922
128114,6,4,2.4,302,FIXED,Batata Asterix (Kg),unid,,,13903922
128115,7,1,3.25,236,FIXED,Cebola Roxa Média (Kg),unid,,,13903922
128116,1,40,11,8086,FIXED,Shitake Fatiado,unid,,,13904181
128117,1,5,6.15,263,FIXED,Abóbora Japonesa (Uni),unid,,,13904601
128118,2,18,2.13,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13904601
128119,3,2,2.69,292,FIXED,Pimentão Verde (500g),unid,,,13904601
128120,4,60,4.43,546,FIXED,Tomate Italiano (Kg),unid,,,13904601
128121,5,36,3.53,323,FIXED,Tomate Salada Médio (Kg),unid,,,13904601
128122,6,20,2.1,322,FIXED,Cebola Média (Kg),unid,,,13904601
128123,1,2,4.69,2009,FIXED,Mix de Folhas de Alface (180g),unid,,,13908063
128124,2,1,6.04,2017,FIXED,Salada Primavera Higienizada (180g),unid,,,13908063
128125,3,2,4.89,270,FIXED,Banana Nanica (Kg),unid,,,13908063
128126,4,2,4.49,9079,FIXED,Banana Nanica Verde  (Kg),unid,,,13908063
128127,5,1,4.79,288,FIXED,Morango (Bdj),unid,,,13908063
128128,1,2,3.37,327,FIXED,Abacaxi Pérola (Uni),unid,,,13924664
128129,2,2,2.5,487,FIXED,Laranja Pera (Kg),unid,,,13924664
128130,3,3,3.33,283,FIXED,Limão Tahiti (Kg),unid,,,13924664
128131,4,1,6,287,FIXED,Maracujá (Kg),unid,,,13924664
128132,1,2,2.03,16,FIXED,Acelga (Uni),unid,,,13926038
128133,2,4,1.12,268,FIXED,Alho Poró (Uni),unid,,,13926038
128134,3,2,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13926038
128135,4,3,1.99,280,FIXED,Couve (Maço),unid,,,13926038
128136,5,2,4.19,247,FIXED,Couve Flor (Uni),unid,,,13926038
128137,6,2,2.4,296,FIXED,Rúcula (Maço),unid,,,13926038
128138,1,3,2.7,265,FIXED,Agrião (Maço),unid,,,13926045
128139,2,3,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13926045
128140,3,5,1.28,9075,FIXED,Alface lisa  (Uni),unid,,,13926045
128141,4,5,1.99,280,FIXED,Couve (Maço),unid,,,13926045
128142,5,4,1.28,9076,FIXED,Escarola (UN),unid,,,13926045
128143,6,2,2,220,FIXED,Repolho Verde (Uni),unid,,,13926045
128144,7,3,2.4,296,FIXED,Rúcula (Maço),unid,,,13926045
128145,8,1,7,540,FIXED,Abóbora Moranga (Uni),unid,,,13926045
128146,9,2,2.22,290,FIXED,Pepino Japonês (Kg),unid,,,13926045
128147,10,4,3.53,323,FIXED,Tomate Salada Médio (Kg),unid,,,13926045
128148,11,3,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13926045
128149,12,1,3.33,283,FIXED,Limão Tahiti (Kg),unid,,,13926045
128150,13,4,3.65,288,FIXED,Morango (Bdj),unid,,,13926045
128151,14,5,2.64,21,FIXED,Batata Lavada (Kg),unid,,,13926045
128152,15,3,0.96,273,FIXED,Batata Doce Rosada Média (Kg),unid,,,13926045
128153,16,3,2.96,295,FIXED,Rabanete (500g),unid,,,13926045
128154,17,3,9.77,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13926045
128155,1,2,6.15,263,FIXED,Abóbora Japonesa (Uni),unid,,,13926071
128156,2,2,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13926071
128157,3,2,2.96,295,FIXED,Rabanete (500g),unid,,,13926071
128158,1,4,9.77,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13926093
128159,1,1,2.5,9074,FIXED,Alface Americana (Uni),unid,,,13926123
128160,2,1,4.19,327,FIXED,Abacaxi Pérola (Uni),unid,,,13926123
128161,3,1,4.89,271,FIXED,Banana Prata (Kg),unid,,,13926123
128162,4,1,4.6,283,FIXED,Limão Tahiti (Kg),unid,,,13926123
128163,5,1,7.29,9078,FIXED,Maça Fuji Pequena (Kg),unid,,,13926123
128164,6,1,4.79,288,FIXED,Morango (Bdj),unid,,,13926123
128165,7,1,4.98,223,FIXED,Gengibre (500g),unid,,,13926123
128166,8,2,14.55,9041,FIXED,Caqui seco fatiado (100g),unid,,,13926123
128167,1,4,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13926139
128168,2,2,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13926139
128169,3,8,1.99,280,FIXED,Couve (Maço),unid,,,13926139
128170,4,2,2.4,296,FIXED,Rúcula (Maço),unid,,,13926139
128171,5,4,2.13,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13926139
128172,6,1,4.43,546,FIXED,Tomate Italiano (Kg),unid,,,13926139
128173,7,3,2.5,487,FIXED,Laranja Pera (Kg),unid,,,13926139
128174,8,6,3.33,283,FIXED,Limão Tahiti (Kg),unid,,,13926139
128175,9,9,2.64,21,FIXED,Batata Lavada (Kg),unid,,,13926139
128176,10,8,2.99,276,FIXED,Cebola Graúda (Kg),unid,,,13926139
128177,1,1,2.5,2025,FIXED,Cebolinha (250g),unid,,,13926170
128178,2,1,2.31,251,FIXED,Louro (75g),unid,,,13926170
128179,3,2,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13926170
128180,4,1,2,220,FIXED,Repolho Verde (Uni),unid,,,13926170
128181,5,2,2.4,296,FIXED,Rúcula (Maço),unid,,,13926170
128182,6,2,2.15,9038,FIXED,Pepino Comum (Kg),unid,,,13926170
128183,7,1,3.88,260,FIXED,Tomate Salada Graúdo (Kg),unid,,,13926170
128184,8,3,3.53,323,FIXED,Tomate Salada Médio (Kg),unid,,,13926170
128185,9,2,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13926170
128186,10,1,3.33,283,FIXED,Limão Tahiti (Kg),unid,,,13926170
128187,11,2,3.65,288,FIXED,Morango (Bdj),unid,,,13926170
128188,12,7,2.64,21,FIXED,Batata Lavada (Kg),unid,,,13926170
128189,13,1,2.39,22,FIXED,Beterraba (Kg),unid,,,13926170
128190,14,2,2.1,322,FIXED,Cebola Média (Kg),unid,,,13926170
128191,15,1,3.25,236,FIXED,Cebola Roxa Média (Kg),unid,,,13926170
128192,16,3,1.56,316,FIXED,Cenoura Graúda (Kg),unid,,,13926170
128193,17,1,9.77,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13926170
128194,1,1,3.75,246,FIXED,Brócolis Ninja (Uni),unid,,,13926185
128195,2,2,4.68,2002,FIXED,Alface Americana Higienizada (180g),unid,,,13926185
128196,3,3,4.69,2009,FIXED,Mix de Folhas de Alface (180g),unid,,,13926185
128197,4,1,4.19,327,FIXED,Abacaxi Pérola (Uni),unid,,,13926185
128198,5,2,4.89,270,FIXED,Banana Nanica (Kg),unid,,,13926185
128199,6,1,4.49,9079,FIXED,Banana Nanica Verde  (Kg),unid,,,13926185
128200,7,2,4.89,271,FIXED,Banana Prata (Kg),unid,,,13926185
128201,8,1,8.9,328,FIXED,Limão Siciliano (Kg),unid,,,13926185
128202,9,1,7.5,303,FIXED,Melão Amarelo (Uni),unid,,,13926185
128203,10,6,2.5,317,FIXED,Pêra Portuguesa (Uni),unid,,,13926185
128204,11,2,7.99,9084,FIXED,Uva Verde sem semente (500g),unid,,,13926185
128205,12,1,5.3,272,FIXED,Batata Bolinha (Kg),unid,,,13926185
128206,13,2,2.79,316,FIXED,Cenoura Graúda (Kg),unid,,,13926185
128207,1,2,5.18,9085,FIXED,Capim Limão (250g),unid,,,13926176
128208,2,2,3.2,9055,FIXED,Hortelã  Maço (250g),unid,,,13926176
128209,3,1,2.03,16,FIXED,Acelga (Uni),unid,,,13926176
128210,4,4,6.15,263,FIXED,Abóbora Japonesa (Uni),unid,,,13926176
128211,5,10,2.79,299,FIXED,Tomate Molho (Kg),unid,por favor que não venha estragado,,13926176
128212,6,10,2.1,322,FIXED,Cebola Média (Kg),unid,,,13926176
128213,7,15,1.56,316,FIXED,Cenoura Graúda (Kg),unid,cuidado para não vir murcha,,13926176
128214,8,1,7,12,FIXED,Inhame (Kg),unid,,,13926176
128215,9,1,2.96,295,FIXED,Rabanete (500g),unid,,,13926176
128216,1,6,2.5,2025,FIXED,Cebolinha (250g),unid,,,13926261
128217,2,1,3.2,9055,FIXED,Hortelã  Maço (250g),unid,,,13926261
128218,3,1,2.99,215,FIXED,Manjericão (150g),unid,,,13926261
128219,4,12,1.12,268,FIXED,Alho Poró (Uni),unid,,,13926261
128220,5,20,3.88,260,FIXED,Tomate Salada Graúdo (Kg),unid,,,13926261
128221,6,6,3.37,327,FIXED,Abacaxi Pérola (Uni),unid,,,13926261
128222,7,20,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13926261
128223,8,1,15,34,FIXED,Melancia (Uni),unid,,,13926261
128224,9,25,2.64,21,FIXED,Batata Lavada (Kg),unid,,,13926261
128225,10,10,1.56,316,FIXED,Cenoura Graúda (Kg),unid,,,13926261
128226,11,6,9.77,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13926261
128227,1,10,3.65,288,FIXED,Morango (Bdj),unid,,,13926338
128228,1,1,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13926341
128229,2,1,2.03,16,FIXED,Acelga (Uni),unid,,,13926341
128230,3,3,2.7,265,FIXED,Agrião (Maço),unid,,,13926341
128231,4,4,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13926341
128232,5,2,1.28,9076,FIXED,Escarola (UN),unid,,,13926341
128233,6,3,2.61,281,FIXED,Espinafre (Maço),unid,,,13926341
128234,7,1,2,220,FIXED,Repolho Verde (Uni),unid,,,13926341
128235,8,3,2.4,296,FIXED,Rúcula (Maço),unid,,,13926341
128236,9,2,2.13,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13926341
128237,10,3,2.99,274,FIXED,Berinjela (Kg),unid,,,13926341
128238,11,2,2.22,290,FIXED,Pepino Japonês (Kg),unid,,,13926341
128239,12,5,3.88,260,FIXED,Tomate Salada Graúdo (Kg),unid,,,13926341
128240,13,3,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13926341
128241,14,2,3.33,283,FIXED,Limão Tahiti (Kg),unid,,,13926341
128242,15,2,2.39,22,FIXED,Beterraba (Kg),unid,,,13926341
128243,16,4,2.1,322,FIXED,Cebola Média (Kg),unid,,,13926341
128244,17,6,1.56,316,FIXED,Cenoura Graúda (Kg),unid,,,13926341
128245,1,2,2.5,2025,FIXED,Cebolinha (250g),unid,,,13926413
128246,2,1,2.99,215,FIXED,Manjericão (150g),unid,,,13926413
128247,3,2,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13926413
128248,4,2,2.03,16,FIXED,Acelga (Uni),unid,,,13926413
128249,5,4,2.7,265,FIXED,Agrião (Maço),unid,,,13926413
128250,6,5,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13926413
128251,7,8,1.28,9075,FIXED,Alface lisa  (Uni),unid,,,13926413
128252,8,3,1.99,280,FIXED,Couve (Maço),unid,,,13926413
128253,9,3,1.28,9076,FIXED,Escarola (UN),unid,,,13926413
128254,10,2,3.5,219,FIXED,Repolho Roxo (Uni),unid,,,13926413
128255,11,2,2,220,FIXED,Repolho Verde (Uni),unid,,,13926413
128256,12,4,2.4,296,FIXED,Rúcula (Maço),unid,,,13926413
128257,13,1,6.15,263,FIXED,Abóbora Japonesa (Uni),unid,,,13926413
128258,14,5,2.13,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13926413
128259,15,4,2.99,274,FIXED,Berinjela (Kg),unid,,,13926413
128260,16,5,1.87,26,FIXED,Chuchu (Kg),unid,,,13926413
128261,17,2,2,543,FIXED,Nabo  (Uni),unid,,,13926413
128262,18,4,2.22,290,FIXED,Pepino Japonês (Kg),unid,,,13926413
128263,19,1,7.5,293,FIXED,Pimentão Vermelho (500g),unid,,,13926413
128264,20,10,2.79,299,FIXED,Tomate Molho (Kg),unid,,,13926413
128265,21,8,3.53,323,FIXED,Tomate Salada Médio (Kg),unid,,,13926413
128266,22,3,3.37,327,FIXED,Abacaxi Pérola (Uni),unid,,,13926413
128267,23,2,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13926413
128268,24,4,3.33,283,FIXED,Limão Tahiti (Kg),unid,,,13926413
128269,25,2,3.5,310,FIXED,Mamão Formosa (Uni),unid,,,13926413
128270,26,1,15,34,FIXED,Melancia (Uni),unid,,,13926413
128271,27,10,2.64,21,FIXED,Batata Lavada (Kg),unid,,,13926413
128272,28,10,0.96,273,FIXED,Batata Doce Rosada Média (Kg),unid,,,13926413
128273,29,5,2.39,22,FIXED,Beterraba (Kg),unid,,,13926413
128274,30,5,2.1,322,FIXED,Cebola Média (Kg),unid,,,13926413
128275,31,8,0.68,277,FIXED,Cenoura Toco (Kg),unid,,,13926413
128276,32,2,2.96,295,FIXED,Rabanete (500g),unid,,,13926413
128277,1,10,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13926444
128278,2,2,2.73,9079,FIXED,Banana Nanica Verde - (Kg),unid,,,13926444
128279,3,8,3.65,288,FIXED,Morango (Bdj),unid,,,13926444
128280,1,3,2.5,2025,FIXED,Cebolinha (250g),unid,,,13926541
128281,2,3,1.12,268,FIXED,Alho Poró (Uni),unid,,,13926541
128282,3,1,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13926541
128283,4,6,2,220,FIXED,Repolho Verde (Uni),unid,,,13926541
128284,5,4,2.22,290,FIXED,Pepino Japonês (Kg),unid,,,13926541
128285,6,5,3.24,351,FIXED,Batata Asterix Especial (Kg),unid,,,13926541
128286,7,6,2.64,21,FIXED,Batata Lavada (Kg),unid,,,13926541
128287,8,4,2.1,322,FIXED,Cebola Média (Kg),unid,,,13926541
128288,9,3,1.56,316,FIXED,Cenoura Graúda (Kg),unid,,,13926541
128289,10,3,4,223,FIXED,Gengibre (500g),unid,,,13926541
128290,11,2,9.77,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13926541
128291,1,2,2.5,2025,FIXED,Cebolinha (250g),unid,,,13926574
128292,2,6,1.12,268,FIXED,Alho Poró (Uni),unid,,,13926574
128293,3,10,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13926574
128294,4,20,2.13,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13926574
128295,5,1,7.5,291,FIXED,Pimentão Amarelo (500g),unid,,,13926574
128296,6,1,7.5,293,FIXED,Pimentão Vermelho (500g),unid,,,13926574
128297,7,2,8,486,FIXED,Tomate Grape (Kg),unid,,,13926574
128298,8,5,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13926574
128299,9,20,1.56,316,FIXED,Cenoura Graúda (Kg),unid,,,13926574
128300,1,3,1.12,268,FIXED,Alho Poró (Uni),unid,,,13926605
128301,2,20,2.1,322,FIXED,Cebola Média (Kg),unid,,,13926605
128302,1,25,2.64,21,FIXED,Batata Lavada (Kg),unid,,,13926621
128303,2,20,1.56,316,FIXED,Cenoura Graúda (Kg),unid,,,13926621
128304,1,3,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13927014
128305,2,1,2.7,265,FIXED,Agrião (Maço),unid,,,13927014
128306,3,3,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13927014
128307,4,4,1.28,9075,FIXED,Alface lisa  (Uni),unid,,,13927014
128308,5,2,1.12,268,FIXED,Alho Poró (Uni),unid,,,13927014
128309,6,1,2.4,296,FIXED,Rúcula (Maço),unid,,,13927014
128310,7,1,2.13,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13927014
128311,8,2,2.22,290,FIXED,Pepino Japonês (Kg),unid,,,13927014
